LotArea,LotFrontage,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,Expensive
7763,70.0,931,3,0,0,2,0,0,0
10182,85.0,1660,3,1,0,2,322,0,1
11218,70.0,1055,3,1,0,2,635,0,0
12134,152.0,559,4,0,0,2,325,0,0
9340,50.0,672,2,0,0,1,0,0,0
10246,,648,0,0,0,1,88,0,0
10205,69.0,925,3,0,0,1,150,0,0
7094,99.0,894,3,0,0,1,0,0,0
8930,68.0,0,4,0,0,2,0,0,0
8640,72.0,1300,3,0,0,2,135,0,0
6240,52.0,0,2,0,0,0,0,0,0
1680,21.0,672,3,0,0,0,201,0,0
7800,66.0,912,2,0,0,1,0,0,0
8250,55.0,952,3,1,0,1,0,0,0
10496,78.0,1040,3,1,0,1,0,0,0
10680,89.0,2136,4,0,0,2,0,0,0
15384,60.0,788,3,1,0,2,100,0,0
10482,65.0,588,3,0,0,1,224,0,0
14598,86.0,894,4,1,0,3,100,0,0
8872,72.0,912,2,0,0,2,0,0,0
8769,65.0,1702,1,1,0,3,0,224,1
7910,70.0,1075,4,0,0,1,0,0,0
18890,,1361,4,1,0,2,155,0,0
7728,70.0,1106,3,0,0,2,0,0,0
9842,70.0,0,2,0,0,2,0,0,0
12160,,1188,3,0,0,2,0,0,0
8525,55.0,940,4,0,0,0,0,0,0
13132,96.0,747,4,0,0,1,203,0,0
2628,36.0,764,2,0,0,2,0,0,0
12393,41.0,847,4,1,0,2,100,0,0
13072,63.0,1141,3,0,0,2,0,0,0
9037,64.0,1476,2,1,0,2,120,0,1
8158,65.0,884,3,0,0,2,0,0,0
9849,83.0,1689,3,0,0,3,0,0,0
10625,85.0,1053,3,2,0,2,0,0,0
13891,107.0,2076,2,1,0,3,216,0,1
11435,,792,3,2,0,2,0,0,0
12090,78.0,585,3,1,0,2,268,147,0
8125,65.0,756,3,0,0,2,0,0,0
12328,,1012,3,0,0,3,0,0,0
9600,60.0,735,3,1,0,2,0,0,0
7200,60.0,876,3,0,0,1,0,0,0
11160,93.0,2110,3,2,0,2,0,0,0
3136,,1405,2,1,0,2,148,0,0
9858,62.0,864,3,0,0,1,33,0,0
17542,,1192,3,2,0,2,220,0,1
6931,60.0,746,3,1,0,2,178,0,0
6240,52.0,884,3,1,0,1,0,120,0
14303,91.0,1986,2,1,0,2,262,0,1
4060,56.0,864,2,0,0,0,0,0,0
9587,59.0,856,2,0,0,2,212,0,0
9750,65.0,1054,3,0,0,2,180,80,0
24682,,841,3,1,0,2,0,0,0
9600,80.0,1050,2,0,0,1,0,0,0
11250,,1104,5,2,0,1,120,0,0
13515,60.0,764,3,1,0,2,0,0,0
4060,34.0,1405,2,0,0,2,144,0,0
3735,35.0,691,3,0,0,2,0,0,0
10120,60.0,925,4,1,0,1,0,0,0
13214,89.0,2002,3,1,0,3,144,0,1
14100,,728,4,2,0,3,314,0,1
11344,78.0,874,3,0,0,1,0,0,0
23595,,1332,0,1,0,2,268,0,1
9156,,1489,3,1,0,2,0,0,0
13526,,935,3,0,0,1,180,0,0
11512,124.0,1019,2,1,0,1,0,163,0
5362,53.0,661,3,1,0,2,242,0,0
11345,95.0,928,4,0,0,2,0,0,0
12936,,723,3,1,0,2,294,0,0
17871,,1680,3,1,0,2,0,0,0
9473,75.0,1128,3,1,0,2,0,0,0
7500,60.0,698,2,0,0,2,30,0,0
9808,67.0,1573,3,0,0,2,0,0,0
8049,50.0,1309,2,1,0,2,0,90,0
8800,61.0,1040,3,0,0,2,0,288,0
9400,94.0,912,4,0,0,0,128,0,0
9638,50.0,804,4,1,0,1,272,116,0
6000,50.0,780,4,1,0,1,45,0,0
9790,,1328,3,2,0,2,0,0,0
36500,,1624,4,0,0,2,168,0,0
5664,40.0,1501,2,1,0,2,212,0,1
11065,86.0,1085,3,1,0,3,177,0,1
14112,,1152,3,1,0,2,227,0,0
1680,21.0,630,3,0,0,1,185,0,0
6600,60.0,994,4,0,0,1,0,0,0
10140,78.0,832,4,1,0,2,0,259,0
8172,60.0,864,2,0,0,2,0,0,0
8400,70.0,1052,3,0,0,1,356,0,0
8700,80.0,1120,3,0,0,2,192,0,0
3675,35.0,547,2,0,0,2,0,0,0
63887,313.0,6110,3,3,480,2,214,0,0
7500,75.0,1246,3,0,0,1,218,0,0
10762,,978,3,1,0,2,0,0,0
7500,,771,3,2,0,1,0,224,0
10120,92.0,1165,4,1,0,3,309,0,1
8688,73.0,1616,3,0,0,3,208,0,0
3363,32.0,976,3,0,0,2,0,0,0
13173,108.0,1652,2,2,0,2,404,0,1
6955,48.0,1368,2,1,0,2,132,0,0
8072,60.0,990,3,0,0,2,0,0,0
12000,100.0,924,2,0,0,2,0,0,0
7153,,1278,3,0,0,2,112,0,0
17500,100.0,1902,3,2,0,2,0,0,1
8814,68.0,1274,3,0,0,2,264,0,0
9572,,1453,4,1,0,2,500,0,1
14774,108.0,1393,4,1,0,3,668,0,1
8190,60.0,948,3,1,0,1,0,0,0
11075,85.0,952,4,2,0,2,280,0,0
10226,61.0,1622,3,1,0,3,172,0,1
4230,47.0,1352,2,1,0,2,0,0,0
14781,,1753,3,1,0,3,198,0,1
10215,75.0,864,3,0,0,1,0,0,0
8400,70.0,1478,3,2,0,2,114,216,0
6627,,0,2,0,0,1,0,0,0
10186,107.0,750,3,1,0,2,240,0,0
5330,50.0,420,2,0,0,0,164,0,0
9986,75.0,1795,2,1,0,3,0,0,0
3636,40.0,796,2,0,0,0,0,0,0
4270,70.0,544,3,0,0,0,0,0,0
6600,60.0,816,3,1,0,1,0,0,0
10440,60.0,1510,5,2,0,2,0,480,1
9084,63.0,935,3,1,0,2,0,0,0
10000,85.0,1588,3,1,0,3,144,0,0
10780,55.0,911,3,0,0,2,0,0,0
8877,67.0,816,2,1,0,1,0,0,0
7200,60.0,803,2,0,0,1,0,0,0
2368,24.0,765,3,0,0,2,0,0,0
9650,80.0,1350,2,1,0,2,0,0,0
9246,87.0,1656,4,0,0,2,0,0,0
4118,153.0,693,2,0,0,0,0,0,0
13450,95.0,916,3,0,0,2,146,0,0
9560,120.0,864,3,0,0,1,0,0,0
8294,70.0,858,3,0,0,4,0,0,0
13695,66.0,1114,3,0,0,2,0,0,0
9375,,1284,3,1,0,2,192,0,0
7558,57.0,896,3,1,0,2,0,0,0
11103,85.0,728,3,1,0,2,0,0,0
6000,50.0,960,2,0,0,1,0,0,0
20781,,1568,3,1,0,2,0,0,1
15306,93.0,1732,3,1,0,3,0,0,1
16196,,1482,3,1,0,2,402,0,0
5250,50.0,684,4,0,0,0,0,0,0
11643,91.0,1248,6,0,0,4,0,0,0
9247,70.0,858,4,1,0,2,0,120,0
6000,50.0,698,2,0,0,2,210,0,0
14720,56.0,2033,4,1,0,3,283,0,1
10316,,992,3,1,0,3,0,0,0
10192,102.0,570,4,1,0,2,0,0,0
9477,,864,3,0,0,1,0,0,0
12537,,1078,3,1,0,2,0,0,0
2117,,756,3,0,0,2,0,0,0
16737,129.0,1980,3,1,0,3,194,0,1
9842,51.0,612,4,0,0,2,183,0,0
16158,124.0,1530,3,1,0,2,168,0,1
12513,,715,4,1,0,1,55,0,0
8499,73.0,616,3,1,0,2,0,0,0
3180,30.0,600,2,0,0,2,0,0,0
7500,,814,3,0,0,2,0,0,0
9179,68.0,873,3,0,0,2,0,0,0
2665,41.0,757,4,1,0,1,104,0,0
4435,,848,1,0,0,2,140,0,0
10635,48.0,1657,3,1,0,2,0,0,0
5400,90.0,840,2,0,0,1,0,0,0
9600,80.0,992,3,1,0,1,0,178,0
9750,75.0,1108,3,1,0,2,253,0,1
11400,,2633,2,2,0,3,314,0,1
10625,85.0,1026,3,1,0,3,154,0,0
10991,89.0,1571,3,1,0,3,100,0,0
6292,52.0,768,2,0,0,1,0,0,0
10998,60.0,984,3,0,0,2,0,0,0
1953,21.0,483,2,0,0,1,72,0,0
9735,73.0,384,3,0,0,2,100,0,0
8212,45.0,864,2,0,0,1,0,0,0
12925,,1205,4,2,0,2,0,0,0
7200,60.0,596,4,0,0,2,36,0,0
25339,,816,3,0,0,2,0,0,0
9060,60.0,560,2,0,0,1,0,0,0
5436,40.0,796,3,0,0,1,0,0,0
16692,80.0,1392,5,2,519,2,0,440,0
8520,60.0,714,5,1,0,1,88,0,0
14892,42.0,1746,3,2,0,3,201,0,1
6000,60.0,735,3,1,0,2,0,0,0
9100,70.0,1525,3,0,0,2,219,0,0
8944,65.0,1584,4,0,0,3,0,0,0
7838,68.0,864,3,1,0,1,175,0,0
10800,60.0,482,3,1,0,2,0,0,0
4045,53.0,1356,2,1,0,3,161,0,0
12665,88.0,1094,4,1,0,3,144,0,1
57200,,747,3,2,0,2,0,0,0
6120,51.0,939,4,0,0,1,24,0,0
7200,60.0,1208,3,0,0,1,0,0,0
6171,51.0,976,3,1,0,1,147,0,0
6000,50.0,862,3,1,0,1,0,0,0
7415,62.0,839,3,1,0,2,100,0,0
6762,64.0,1286,2,1,0,2,168,0,0
15256,49.0,1485,3,0,0,3,168,0,1
10410,60.0,672,3,0,0,3,216,0,0
3842,44.0,1594,2,1,0,2,128,155,1
8445,70.0,768,2,0,0,2,58,0,0
8780,,833,3,0,0,0,0,0,0
7740,60.0,622,3,0,0,2,0,168,0
20544,46.0,791,3,1,0,2,364,0,0
12420,79.0,944,3,0,0,2,0,0,0
9600,80.0,856,3,0,0,1,0,0,0
7200,60.0,0,2,0,0,2,0,0,0
10994,88.0,1844,2,1,0,2,165,0,1
13053,64.0,833,4,1,0,2,0,220,0
3635,51.0,1386,1,1,0,3,143,0,0
11340,60.0,777,4,0,0,2,0,0,0
16545,,1284,3,1,0,3,0,0,1
9204,71.0,1144,3,0,0,1,0,0,0
16381,,1844,3,1,0,2,0,0,0
11700,90.0,708,3,1,0,2,0,119,0
4043,53.0,1069,2,1,0,2,0,165,0
4435,37.0,848,1,0,0,2,140,0,0
19690,,697,4,1,738,2,586,0,1
9503,,1024,2,1,0,1,316,0,0
10721,80.0,1252,3,0,0,2,0,0,0
10944,81.0,1223,3,2,0,2,171,0,1
10930,60.0,913,3,1,0,1,0,0,0
7200,60.0,788,2,2,0,1,0,0,0
12546,,1440,3,1,0,2,0,0,0
21930,60.0,732,4,1,0,2,100,0,0
4928,,958,2,0,0,2,0,0,0
10800,60.0,656,4,0,0,1,0,0,0
10261,93.0,936,3,1,0,2,0,0,0
17400,80.0,1126,3,1,0,2,295,0,0
8400,80.0,1319,3,1,0,2,0,0,0
9000,60.0,864,3,0,0,2,0,0,0
12444,96.0,1932,2,1,0,3,0,0,1
7407,90.0,912,2,0,0,2,0,0,0
11584,80.0,539,3,1,0,2,0,0,0
11526,79.0,588,3,1,0,2,431,0,0
4426,,848,1,1,0,2,149,0,0
11003,85.0,1017,3,1,0,3,168,0,1
8854,,952,2,1,0,1,0,40,0
8500,63.0,1422,3,0,0,2,192,0,0
8400,70.0,814,3,0,0,1,0,0,0
26142,,1188,3,0,0,1,261,0,0
10000,80.0,1220,3,1,0,2,0,0,0
11767,70.0,560,2,0,0,1,168,0,0
1533,21.0,630,1,0,0,0,0,0,0
9000,60.0,896,4,0,0,0,32,0,0
9262,78.0,1573,3,1,0,3,0,0,1
3675,35.0,547,2,0,0,2,0,0,0
17217,90.0,1140,3,0,0,0,36,0,0
7500,62.0,1221,2,0,0,2,0,0,0
7917,62.0,953,3,1,0,2,0,0,0
13175,85.0,1542,3,2,0,2,349,0,0
9042,66.0,1152,4,2,0,1,0,0,1
9717,68.0,1078,2,0,0,1,366,0,0
9937,75.0,1256,3,0,0,1,736,0,0
