cap.shape,cap.color,bruises,stalk.color.above.ring,stalk.color.below.ring,population,Id,poisonous
x,e,False,w,p,v,6645,1
x,w,True,w,w,n,5456,0
x,n,True,w,w,s,153,1
f,w,True,w,w,v,5188,1
f,n,True,w,w,y,5804,0
x,g,False,w,w,s,295,0
f,n,True,w,p,y,3189,0
f,n,True,p,g,y,2031,0
x,e,False,w,w,v,1008,1
x,g,True,g,g,y,1255,0
x,y,True,w,w,s,3837,0
k,n,False,p,w,v,2720,1
f,g,False,w,w,v,6754,0
f,g,True,p,p,y,2488,0
x,e,False,p,w,v,4822,1
x,n,False,w,n,v,5783,0
f,w,True,w,w,v,5460,0
f,w,False,w,w,s,879,0
x,n,True,w,p,y,3909,0
x,g,False,w,w,s,1356,0
x,g,True,p,p,y,7184,0
f,e,True,g,g,v,7856,0
f,w,False,w,w,a,1079,0
f,y,False,n,n,y,3052,1
f,e,True,p,p,v,4447,0
f,e,True,g,w,y,7060,0
x,w,True,w,w,v,6102,1
f,e,True,g,p,y,4663,0
f,n,True,p,w,v,3265,0
x,n,True,p,g,v,4280,0
k,n,False,w,w,v,3394,1
x,e,False,p,w,v,5671,1
f,n,True,w,w,v,7492,0
x,g,False,p,n,v,7752,1
f,g,False,p,p,y,4357,1
x,g,False,w,w,s,5234,0
x,w,True,w,w,s,4548,0
x,n,True,p,p,v,2257,0
f,y,False,p,p,v,5891,1
b,p,True,w,w,v,1173,1
x,g,True,g,w,y,3235,0
f,n,True,w,w,s,2573,0
f,n,True,g,w,y,7665,0
x,p,False,w,w,s,2881,1
x,g,False,p,b,v,7220,1
f,e,True,w,w,y,6379,0
x,g,False,p,p,v,7913,1
f,w,True,w,w,v,2351,0
f,e,True,g,g,y,387,0
f,n,True,w,g,y,2276,0
f,y,False,p,n,y,5599,1
f,w,False,w,w,s,4085,0
f,n,True,g,p,y,4460,0
x,w,False,w,w,s,1745,0
f,g,True,p,g,y,4136,0
b,y,True,w,w,n,5201,0
x,w,False,w,w,a,4752,0
b,g,False,w,w,n,3529,0
k,n,False,w,n,v,2447,0
x,p,True,w,e,c,6728,0
f,g,True,p,w,v,4975,0
k,n,False,w,p,v,3663,1
x,e,True,w,g,y,4569,0
k,e,False,w,w,v,3696,1
f,n,False,p,w,v,3760,1
f,g,False,n,n,y,3456,1
f,y,False,n,n,y,240,1
x,b,True,w,w,s,8028,1
x,p,True,w,w,c,7692,0
x,n,False,w,w,s,115,0
x,n,True,w,w,s,8111,1
k,e,False,w,p,v,251,1
x,g,True,g,w,v,49,0
b,y,True,w,w,n,5722,0
k,w,False,w,w,s,6997,0
x,w,False,w,w,n,5286,0
f,g,True,w,p,y,517,0
f,y,False,n,n,y,317,1
k,g,False,w,w,s,7246,0
k,e,False,p,p,v,4700,1
x,e,True,p,g,v,4360,0
x,p,False,w,w,v,3562,1
x,g,False,w,w,v,3987,1
x,g,False,w,w,s,6664,0
b,y,True,w,w,s,2080,0
x,g,False,w,w,a,6889,0
x,n,False,p,w,v,5519,1
f,e,True,g,w,y,6691,0
x,n,True,w,w,y,5024,0
x,w,False,w,w,v,836,1
k,w,False,w,w,n,7472,0
f,y,False,b,n,y,3101,1
f,n,False,w,p,v,4301,1
k,e,False,w,p,v,5223,1
f,e,True,p,g,v,229,0
f,e,True,w,g,y,1393,0
f,w,False,w,w,a,1282,0
f,g,True,p,g,v,648,0
x,n,False,w,w,v,710,1
x,y,False,b,p,y,6167,1
f,n,True,p,g,v,6558,0
f,p,True,w,e,c,2822,0
f,n,False,w,w,s,5761,0
x,g,True,p,g,v,3157,0
f,g,False,w,w,a,2885,0
x,g,False,b,b,v,2282,1
f,w,True,w,w,v,5778,1
f,y,False,p,b,y,6007,1
f,w,True,w,w,v,4174,1
f,n,True,w,g,y,3470,0
x,g,False,w,w,s,7160,0
x,g,False,w,w,s,7006,0
x,u,False,w,w,v,3581,0
f,g,False,w,w,v,1400,0
k,e,True,w,w,c,3278,0
x,n,False,w,w,v,4533,1
b,w,True,w,w,s,7449,0
k,g,False,w,w,n,6255,0
x,g,False,w,w,s,3480,0
x,g,True,g,p,v,7050,0
x,n,True,w,p,y,5406,0
x,e,True,w,e,c,446,0
x,y,False,b,b,y,833,1
x,p,False,w,w,v,6124,1
f,n,False,w,w,a,5147,0
f,n,True,w,p,v,3651,0
x,n,True,p,g,v,5172,0
x,n,False,w,p,v,7660,1
f,e,False,w,p,v,2315,1
f,n,False,w,w,s,1345,0
f,n,True,p,p,v,7576,0
f,g,False,w,w,y,4882,0
f,e,True,w,p,y,1276,0
x,g,True,g,p,y,6393,0
x,e,True,g,g,y,2955,0
x,e,True,g,g,y,7020,0
f,n,False,w,w,v,7172,1
x,n,True,w,g,v,544,0
x,y,False,p,b,y,5801,1
x,g,False,b,b,y,6852,1
f,y,False,b,n,y,5155,1
f,g,True,w,w,s,1233,1
x,g,True,w,w,s,280,1
f,g,True,w,g,v,5241,0
x,w,True,w,w,s,160,0
f,y,True,w,w,s,5028,0
x,n,False,o,o,v,6511,0
f,g,False,p,p,v,3419,1
f,w,True,w,w,v,4113,1
f,n,True,g,g,v,2287,0
f,g,False,n,p,y,1555,1
f,w,True,w,w,s,1360,1
x,g,True,g,g,y,1264,0
b,n,False,o,o,c,139,0
k,w,False,w,w,s,4225,0
f,n,False,w,p,v,5407,1
f,n,False,w,w,v,1342,1
x,y,False,p,b,v,3614,1
b,n,False,o,o,v,7684,0
x,y,False,p,b,y,542,1
x,e,False,p,p,v,7446,1
f,e,True,e,w,c,8068,0
f,p,True,e,w,c,1392,0
x,w,True,w,w,s,3904,0
x,e,False,w,w,v,1438,1
s,g,False,w,w,v,6665,0
x,n,False,p,p,v,6195,1
f,g,False,n,n,y,4496,1
f,e,True,w,p,v,1720,0
k,n,False,n,n,y,5923,0
f,y,True,w,w,v,2518,0
f,e,True,p,p,v,7709,0
f,w,True,w,w,v,1242,1
f,y,True,w,w,y,3593,0
x,w,True,w,w,s,634,0
k,n,False,p,p,v,845,1
x,g,False,b,p,v,695,1
k,n,False,w,p,v,4487,1
x,w,True,w,w,s,1126,1
f,e,True,p,w,y,2680,0
x,n,True,w,g,v,7204,0
x,g,True,w,w,s,2523,1
f,e,True,w,p,v,1128,0
x,y,True,w,w,y,182,0
f,b,True,w,w,v,3977,1
f,e,True,w,g,y,4086,0
x,n,True,g,g,y,4870,0
k,n,False,p,w,v,4396,1
x,g,True,w,w,s,3091,1
x,w,True,w,w,v,4812,0
x,n,False,w,p,v,7476,1
f,g,False,w,w,a,264,0
f,y,False,b,n,v,7389,1
b,n,False,o,o,v,1277,0
f,w,True,w,w,s,3373,1
f,g,True,w,w,s,5666,1
x,n,False,p,w,v,159,1
x,g,True,w,g,v,2347,0
x,y,True,w,w,s,6704,0
x,y,False,n,p,v,7382,1
x,n,False,w,w,s,6356,0
f,y,True,w,w,y,78,0
x,y,True,w,w,n,4723,0
x,n,False,w,p,v,1528,1
x,n,False,p,p,v,1295,1
f,g,False,p,p,v,3603,1
f,g,False,n,b,v,3074,1
f,e,True,w,g,y,2429,0
b,w,True,w,w,c,6162,1
x,y,True,w,w,s,6742,0
f,n,True,g,p,y,4790,0
b,g,False,w,w,n,2214,0
x,y,True,w,w,y,4856,0
f,g,True,w,w,v,6677,0
x,g,False,b,n,y,3742,1
x,g,False,w,w,v,3032,1
x,g,True,g,g,y,3114,0
x,g,True,w,w,v,4938,0
k,n,False,n,n,y,1346,0
x,n,False,w,w,a,7150,0
x,w,True,w,w,s,2392,1
f,n,True,p,p,y,7475,0
x,e,False,p,p,v,6902,1
f,w,False,w,w,s,7352,0
f,e,True,w,e,c,616,0
b,w,False,w,w,n,5909,0
f,e,False,p,w,v,5322,1
b,w,True,w,w,s,7061,0
k,n,False,w,p,v,2540,1
x,g,False,w,w,a,5134,0
f,e,True,g,g,v,841,0
f,r,False,w,w,y,212,0
f,y,False,n,b,y,4647,1
f,n,False,w,w,s,178,0
f,e,True,g,g,y,7835,0
x,w,False,w,w,v,7609,1
f,w,False,w,w,s,7275,0
x,w,False,w,w,v,1223,0
x,w,False,w,w,a,3955,0
k,e,False,p,p,v,7981,1
k,n,False,w,p,v,7403,1
k,e,False,w,w,v,4381,1
f,e,True,g,w,v,2730,0
x,g,False,w,w,a,4478,0
b,y,True,w,w,n,4946,0
x,y,True,w,w,s,838,0
x,n,True,w,g,y,2896,0
x,n,False,o,o,c,6047,0
f,n,False,w,w,v,491,1
x,n,False,w,w,a,3342,0
k,p,True,w,e,c,4033,0
x,w,True,w,w,v,1250,1
f,g,False,w,w,s,3231,0
f,e,True,g,g,y,602,0
x,y,False,p,n,v,4202,1
b,y,True,w,w,s,7765,0
f,y,False,p,n,v,3896,1
f,g,False,b,n,v,7517,1
f,e,True,w,w,y,6948,0
f,e,False,p,w,v,3132,1
f,y,True,w,w,y,5003,0
f,n,False,w,w,v,7717,1
f,y,False,n,n,v,151,1
x,n,False,p,w,v,261,1
x,n,True,e,w,c,2245,0
k,n,False,w,p,v,1337,1
x,y,True,w,w,s,2863,0
x,n,True,w,w,y,2776,0
x,n,False,w,w,s,603,0
b,w,True,w,w,n,82,0
x,w,False,w,w,s,4327,1
x,w,True,w,w,s,7868,0
b,y,True,w,w,n,2749,0
x,w,False,w,w,a,1546,0
f,n,True,p,p,v,2286,0
x,w,True,w,w,s,2389,0
f,g,False,n,b,v,7317,1
f,y,True,w,w,s,4207,0
f,n,True,w,w,y,3944,0
x,n,False,p,w,v,991,1
f,g,False,n,p,v,4833,1
f,e,True,p,w,v,5421,0
f,e,False,w,p,v,1794,1
f,n,False,o,o,v,4252,0
f,e,True,w,p,v,5266,0
f,y,True,w,w,s,7944,0
x,w,False,w,w,s,853,1
x,g,False,n,b,y,95,1
x,n,True,w,w,c,3836,0
k,n,False,o,o,v,3375,0
x,w,False,w,w,n,2506,0
x,p,False,w,w,v,3349,1
f,n,False,p,p,v,8061,1
x,g,False,p,n,v,7364,1
x,g,False,w,w,a,3947,0
f,g,True,g,w,y,4158,0
x,e,False,p,w,v,1215,1
x,e,False,w,p,v,7714,1
x,p,False,w,w,s,2101,1
f,y,False,b,n,y,7328,1
f,n,True,w,p,y,3276,0
x,g,True,p,w,y,3657,0
x,g,False,p,n,v,5914,1
x,e,True,w,p,y,2802,0
x,e,True,p,w,y,6467,0
f,e,True,p,p,y,6179,0
f,e,False,p,p,v,7589,1
f,g,False,p,p,y,6077,1
f,n,True,w,p,y,5254,0
f,g,False,p,n,v,650,1
f,b,True,w,w,s,6016,1
x,n,False,w,w,v,6229,1
x,e,True,p,p,y,1312,0
x,e,False,p,p,v,3285,1
x,y,False,n,n,v,1718,1
x,g,False,w,w,a,1273,0
k,w,False,w,w,s,4052,0
x,y,True,w,w,s,8038,0
f,e,False,p,p,v,8069,1
k,n,False,p,w,v,3146,1
f,g,True,g,g,v,7133,0
f,n,True,g,p,y,3915,0
x,y,True,w,w,y,3753,0
x,y,True,w,w,s,759,0
f,w,True,w,w,s,2380,1
x,n,True,w,w,v,2986,1
x,g,True,w,g,v,3520,0
k,n,False,w,p,v,5008,1
x,g,False,w,w,n,7028,0
f,n,False,w,w,a,828,0
f,n,False,w,p,v,2426,1
f,e,True,w,w,y,658,0
x,b,True,w,w,v,3625,1
x,n,True,w,w,y,6908,0
f,g,False,b,b,y,2746,1
f,n,True,w,w,s,7341,1
x,g,False,n,b,y,3586,1
x,e,False,w,w,v,209,1
f,e,True,w,w,y,912,0
f,g,True,w,w,v,869,1
f,g,False,b,p,y,635,1
f,e,True,g,w,v,3808,0
x,y,False,n,b,y,2233,1
f,g,True,w,w,y,1635,0
x,e,True,w,w,y,969,0
f,b,True,e,w,c,6981,0
x,w,False,w,w,a,4689,0
f,g,False,w,w,a,362,0
x,g,False,w,w,v,4559,1
k,n,False,p,p,v,7244,1
x,e,True,w,w,c,3463,0
x,w,False,w,w,s,5798,1
f,b,True,w,w,v,5717,1
f,g,False,p,b,v,4603,1
f,g,False,b,b,y,2544,1
f,n,False,o,o,c,6036,0
f,w,False,w,w,s,6470,0
x,w,True,w,w,s,1756,0
f,w,True,w,w,v,5256,1
f,e,False,p,w,v,6391,1
f,n,True,p,w,v,286,0
x,g,True,p,g,v,331,0
x,w,False,w,w,a,2965,0
f,g,False,w,w,s,7162,0
f,n,False,p,p,v,4314,1
x,e,True,p,p,y,2669,0
k,n,False,p,w,v,5210,1
x,w,True,w,w,s,7481,1
f,n,False,w,w,v,5390,1
f,e,True,w,e,c,6988,0
x,g,False,n,b,v,1770,1
b,w,False,w,w,n,751,0
x,n,True,w,g,v,2443,0
x,w,False,w,w,s,7954,1
x,w,False,w,w,a,817,0
f,n,False,o,o,c,7946,0
x,w,False,w,w,s,2069,0
x,w,False,w,w,s,5344,1
x,g,True,p,g,v,5711,0
x,n,False,w,p,v,4951,1
x,g,False,n,n,v,8045,1
x,g,False,b,n,y,6288,1
f,g,False,w,w,s,2917,0
b,g,False,w,w,s,273,0
x,g,True,p,g,v,2312,0
k,e,False,w,w,v,6777,1
f,g,False,b,n,y,3069,1
f,e,False,w,w,v,67,1
k,b,True,w,e,c,2505,0
x,g,False,p,b,v,2941,1
x,w,False,w,w,a,7182,0
x,g,False,w,w,s,3620,1
f,y,True,w,w,v,4018,0
f,n,True,w,w,v,5079,0
x,n,False,w,w,v,4188,1
x,n,True,w,w,y,6848,0
k,n,False,w,w,v,5921,1
f,y,False,n,b,v,214,1
f,r,False,w,w,v,1149,0
b,w,True,w,w,n,1892,0
k,n,False,o,o,c,7215,0
b,y,True,w,w,s,7056,0
f,g,False,p,n,v,6712,1
x,n,True,p,p,v,2164,0
f,g,False,w,w,s,7631,0
x,e,True,w,w,v,1849,0
x,g,True,w,w,v,1755,0
x,n,False,w,w,v,5873,1
f,n,False,p,p,v,2014,1
f,y,False,b,n,v,1559,1
x,w,True,w,w,s,1601,1
x,g,True,w,w,y,4765,0
f,n,False,w,w,v,1048,1
b,y,True,w,w,n,5674,0
f,g,True,w,w,s,8033,1
f,g,False,p,b,v,1462,1
f,w,True,w,w,s,4190,1
x,y,False,n,p,v,1889,1
k,n,False,p,w,v,5736,1
f,g,True,g,g,y,5942,0
x,g,True,w,w,v,2032,1
b,y,True,w,w,n,4851,0
x,n,True,p,w,v,4820,0
x,n,False,w,p,v,5762,1
x,e,False,p,p,v,6506,1
x,p,True,w,e,c,1917,0
f,n,False,w,w,a,46,0
f,y,False,b,p,v,2248,1
k,n,False,p,w,v,4871,1
f,n,True,p,p,v,2086,0
f,p,True,w,w,v,5577,1
x,n,True,p,w,y,52,0
x,y,False,n,b,v,3259,1
f,g,False,b,n,y,1472,1
k,n,False,p,p,v,1482,1
k,e,False,w,p,v,3626,1
k,w,False,w,w,n,1365,0
x,g,True,g,g,v,87,0
b,w,True,w,w,n,7649,0
f,n,False,p,p,v,1887,1
x,g,False,p,b,v,2340,1
x,y,False,p,n,y,4058,1
b,y,True,w,w,s,6321,0
f,g,False,b,b,v,3141,1
f,e,False,p,w,v,6929,1
f,w,True,w,w,s,6332,1
x,n,True,p,g,y,1579,0
f,g,False,w,w,s,6427,0
x,n,True,w,w,s,3081,1
x,g,False,w,w,s,2177,1
x,y,False,b,n,y,7847,1
x,g,True,p,g,v,3800,0
x,w,True,w,w,v,774,1
x,n,True,g,g,v,4863,0
f,g,False,p,n,v,5298,1
x,y,True,w,w,s,2748,0
f,p,True,e,e,c,6871,0
x,w,False,w,w,s,5138,1
f,e,False,p,p,v,7991,1
k,e,False,w,w,v,3841,1
f,g,True,g,g,y,1443,0
k,e,False,w,p,v,793,1
f,y,False,n,b,y,8092,1
f,n,False,w,w,a,6113,0
f,w,False,w,w,a,320,0
x,w,False,w,w,s,4969,0
x,n,True,w,w,v,732,0
f,n,False,p,w,v,4903,1
x,e,False,w,p,v,3814,1
x,e,False,p,w,v,6658,1
x,w,True,w,w,s,2814,0
x,e,True,w,w,c,5029,0
f,p,True,w,w,v,1437,1
f,g,False,n,n,v,7516,1
x,g,False,p,b,v,7587,1
f,n,True,w,w,s,1348,1
c,y,False,y,y,c,5142,1
x,n,True,g,g,y,3552,0
x,g,True,w,w,s,5734,1
f,g,True,w,w,v,3376,0
b,w,True,w,w,n,7586,0
f,g,True,w,w,y,5520,0
f,n,False,p,w,v,7337,1
f,n,True,w,p,v,2834,0
x,y,False,n,p,y,7746,1
k,e,False,p,w,v,1178,1
x,g,False,w,w,n,6542,0
k,e,False,p,p,v,3898,1
f,g,True,p,p,y,7255,0
f,n,True,w,w,s,3805,0
x,g,True,p,p,v,2299,0
b,w,True,w,w,n,7347,0
f,e,False,w,w,v,3741,1
x,e,True,w,p,y,447,0
x,g,True,g,w,v,6891,0
k,n,False,o,o,c,5206,0
x,g,False,w,w,a,725,0
f,n,True,g,w,v,682,0
b,w,True,w,w,s,6286,0
f,g,False,b,n,y,4146,1
f,n,False,p,p,v,760,1
k,w,False,w,w,n,2428,0
k,e,False,w,w,v,2331,1
k,n,False,p,w,v,3457,1
k,n,False,o,o,c,7007,0
f,g,True,w,w,s,4159,1
x,n,False,p,p,v,5811,1
f,g,True,w,p,y,6299,0
x,n,False,w,w,v,1876,1
x,n,False,c,c,c,4516,1
f,n,False,w,w,y,7705,0
f,w,True,w,w,v,5268,0
f,n,False,w,w,v,752,1
k,e,False,p,w,v,1992,1
k,n,False,w,w,v,5036,1
f,g,False,b,b,v,7234,1
b,w,True,w,w,s,2465,0
x,n,True,p,p,v,5058,0
f,g,True,w,w,y,5964,0
f,n,False,p,p,v,1696,1
f,w,False,w,w,a,7373,0
x,y,False,p,b,v,5868,1
b,y,True,w,w,s,1703,0
x,e,True,p,p,v,5387,0
f,n,True,w,w,s,7719,0
f,w,True,w,w,v,7288,0
x,e,False,w,p,v,6099,1
x,n,True,p,w,y,7468,0
f,n,False,w,w,a,1428,0
f,e,False,w,w,v,2395,1
f,n,False,w,p,v,1376,1
f,g,True,p,g,y,6592,0
k,n,False,p,p,v,1855,1
f,g,False,n,n,y,7024,1
k,e,False,p,w,v,5436,1
f,g,False,w,w,s,6402,0
f,y,True,w,w,y,7545,0
f,n,True,p,g,y,4347,0
x,g,False,w,w,s,7471,0
f,y,False,n,b,v,6040,1
k,e,False,w,p,v,3366,1
f,w,True,w,w,s,982,1
x,g,False,w,w,s,3553,0
f,e,True,p,p,v,6591,0
x,y,False,n,b,y,5739,1
x,g,False,w,w,s,5391,1
x,e,True,g,p,y,5271,0
b,w,True,w,w,n,6623,0
f,y,False,n,p,v,5843,1
f,g,True,w,w,s,6837,1
x,g,True,g,p,y,1963,0
x,g,True,w,p,y,6622,0
f,y,True,w,w,v,4504,0
x,g,False,p,p,y,1467,1
f,g,False,p,n,y,2005,1
f,n,True,p,p,y,5054,0
f,g,False,p,n,y,325,1
f,e,True,g,p,y,975,0
x,n,True,g,p,v,2111,0
x,g,True,w,w,v,7543,0
k,e,False,w,w,v,7380,1
f,g,False,p,p,v,5565,1
f,g,True,w,g,y,3454,0
f,n,False,w,w,v,2361,1
f,g,True,w,w,s,3328,1
x,w,True,w,w,n,7128,0
f,y,True,w,w,s,4560,0
x,n,True,w,w,v,2598,0
x,y,False,n,p,y,4953,1
k,n,False,w,w,v,7140,1
f,e,False,p,p,v,2745,1
f,g,False,b,n,y,274,1
f,y,True,w,w,v,6659,0
f,g,True,p,p,y,3863,0
f,e,True,w,p,y,7235,0
f,g,True,g,g,y,2555,0
f,g,False,w,w,s,4090,0
k,e,False,p,p,v,1322,1
x,n,True,p,p,y,2744,0
x,w,True,w,w,n,4742,0
x,e,False,p,w,v,7459,1
x,n,False,p,w,v,3709,1
x,p,False,w,w,v,4968,1
x,g,False,w,w,v,2264,1
x,n,False,w,p,v,6647,1
x,n,True,w,w,s,577,1
b,y,True,w,w,n,6875,0
x,g,True,p,w,v,1493,0
f,n,True,w,w,v,22,1
k,n,False,w,n,v,7424,0
f,y,False,n,n,y,2187,1
b,w,False,w,w,s,3685,0
f,e,False,w,p,v,4144,1
k,n,False,p,w,v,7699,1
b,w,True,w,w,n,241,0
f,e,False,w,p,v,4605,1
f,y,False,w,y,v,4817,1
f,y,False,n,p,y,6826,1
x,g,False,p,p,y,2985,1
k,n,False,p,w,v,3668,1
x,g,True,p,g,v,3332,0
x,g,False,w,w,y,4331,0
f,g,False,n,p,y,3739,1
f,n,True,w,w,v,3675,1
f,g,True,w,w,v,7768,1
f,w,False,w,w,s,3629,0
x,n,True,p,p,y,3346,0
x,n,False,o,o,c,1487,0
x,n,True,w,w,v,210,1
x,n,True,w,p,y,7301,0
x,n,True,w,w,v,5441,0
f,e,True,p,g,y,1609,0
k,g,False,w,w,s,3127,0
f,e,False,w,w,v,5145,1
x,y,False,b,n,y,4524,1
f,g,True,w,w,y,6359,0
x,e,False,w,p,v,1860,1
x,n,True,p,w,v,6845,0
x,w,True,w,w,s,5545,1
k,n,False,w,p,v,5470,1
x,n,False,w,p,v,3822,1
x,g,False,n,b,y,6468,1
x,e,False,p,p,v,3061,1
x,e,False,w,w,v,5355,1
k,n,False,w,p,v,4210,1
x,b,True,w,w,s,3398,1
x,n,False,w,w,s,6886,0
f,n,True,g,w,y,4430,0
f,e,True,p,w,v,5075,0
x,n,True,g,g,y,5404,0
f,p,True,w,w,v,247,1
f,y,False,n,n,y,1036,1
b,w,True,w,w,s,6696,0
x,e,True,w,g,y,5228,0
x,e,True,g,g,y,7858,0
x,n,False,w,w,v,5080,1
x,g,True,g,w,y,5015,0
f,p,True,w,w,v,4931,1
x,y,False,b,p,v,404,1
x,y,True,w,w,v,5810,0
x,g,False,w,w,a,122,0
f,c,False,c,c,c,2840,1
f,y,True,w,w,y,1164,0
x,w,True,w,w,v,1007,0
f,y,False,n,n,v,7564,1
f,e,False,w,p,v,1202,1
x,w,True,w,w,s,7998,0
x,n,True,g,p,y,2958,0
f,g,False,p,n,v,3641,1
k,n,False,o,o,v,7519,0
x,e,False,w,p,v,3200,1
x,y,True,w,w,n,7551,0
x,y,False,p,n,v,5156,1
x,y,False,p,n,y,7112,1
x,w,True,w,w,v,4842,1
x,e,True,g,w,y,2322,0
x,w,False,w,w,v,5152,1
f,w,True,w,w,v,1135,1
f,n,False,p,w,v,2707,1
x,g,False,w,w,s,2899,0
x,g,True,g,p,v,7099,0
x,g,False,w,w,v,2170,1
x,n,True,p,p,v,1395,0
b,g,False,w,w,s,3995,0
f,w,True,w,w,v,4286,1
f,g,True,p,p,v,6568,0
x,e,True,g,p,v,4166,0
b,w,True,w,w,n,2956,0
x,w,False,w,w,a,7902,0
k,e,False,w,p,v,7812,1
x,n,True,w,w,s,561,1
x,y,False,p,b,v,1605,1
x,g,True,w,w,y,6940,0
f,n,False,p,w,v,4994,1
b,w,False,w,w,n,6643,0
f,n,True,p,p,v,6921,0
f,e,False,p,p,v,6078,1
f,e,True,g,p,v,7355,0
f,g,True,p,w,y,3570,0
b,n,False,o,o,v,6084,0
x,e,False,w,w,v,646,1
x,g,False,n,b,y,26,1
x,y,True,w,w,v,6820,0
x,e,False,w,p,v,5633,1
f,g,False,w,w,s,6722,0
b,w,False,w,w,n,604,0
k,g,False,w,w,n,5880,0
f,e,False,w,w,v,8046,1
x,e,False,p,p,v,4127,1
b,p,True,w,w,v,4970,1
x,w,True,w,w,s,7655,1
f,g,False,n,n,v,5338,1
x,g,True,p,w,v,5655,0
x,w,False,w,w,a,4122,0
f,n,False,w,w,a,3351,0
x,w,True,w,w,s,6413,1
x,n,False,p,p,v,2690,1
f,n,False,w,p,v,6116,1
x,y,False,b,n,v,1162,1
x,e,False,w,p,v,2040,1
f,w,True,w,w,v,6853,1
k,c,False,c,c,c,949,1
x,w,False,w,w,s,2076,1
k,e,False,p,p,v,1863,1
f,y,False,p,b,y,7792,1
f,e,True,p,g,y,7553,0
x,n,False,w,w,y,7676,0
f,n,False,p,w,v,6469,1
x,p,False,w,w,v,3178,1
x,n,False,w,w,s,3850,0
s,n,False,w,w,y,4784,0
b,w,False,w,w,n,1213,0
x,n,False,p,p,v,3113,1
b,y,True,w,w,n,3858,0
f,n,False,w,w,a,7852,0
f,n,True,w,w,v,6721,0
f,n,True,p,w,y,3491,0
f,g,False,p,p,y,6025,1
f,e,True,g,g,y,4952,0
x,g,False,b,b,v,1381,1
k,g,False,w,w,n,4372,0
k,g,False,w,w,s,6841,0
k,n,False,w,p,v,894,1
f,y,False,n,b,v,6259,1
x,w,False,w,w,s,166,0
b,g,False,w,w,n,1925,0
k,e,False,p,w,v,4106,1
x,n,False,p,p,v,2549,1
f,b,True,w,w,v,803,1
f,g,False,b,n,y,4233,1
f,n,False,w,w,v,571,1
f,e,False,w,w,v,3040,1
f,e,True,g,p,y,4967,0
f,e,False,p,p,v,2560,1
x,w,False,w,w,a,3287,0
f,n,False,w,w,v,6671,1
f,n,False,o,o,c,2775,0
b,g,False,w,w,n,2271,0
x,e,True,p,g,v,5096,0
f,g,True,g,p,y,676,0
f,w,True,w,w,v,5597,1
f,n,True,p,g,y,6475,0
k,g,False,w,w,s,3891,0
f,n,False,w,w,v,7171,1
x,p,False,w,w,v,4184,1
x,e,False,p,w,v,6749,1
x,y,False,p,p,y,7926,1
x,n,True,w,w,s,5405,1
x,e,False,w,w,v,7964,1
b,g,False,w,w,s,6923,0
x,w,True,w,w,s,1318,0
f,e,True,p,p,y,5040,0
f,n,True,p,g,v,1901,0
f,e,False,p,p,v,1866,1
f,e,False,p,p,v,3094,1
k,n,False,w,w,v,6805,1
k,e,False,p,p,v,4007,1
x,g,True,w,p,y,2874,0
x,w,False,w,w,a,5818,0
f,n,False,w,w,v,5143,1
x,y,False,n,b,y,335,1
x,w,True,w,w,s,4538,0
x,g,True,w,w,s,1973,1
k,n,False,w,p,v,466,1
f,e,True,p,w,v,6783,0
x,w,True,w,w,s,953,1
k,n,False,o,o,v,4080,0
x,w,True,w,w,s,4175,0
x,n,True,g,w,v,6950,0
x,b,True,w,w,s,7713,1
x,y,False,b,b,y,4996,1
x,g,False,n,b,v,2253,1
x,w,True,w,w,s,3442,1
f,n,False,p,p,v,7997,1
f,g,False,w,w,a,6538,0
f,n,True,w,p,y,2241,0
f,g,False,n,n,v,5622,1
f,e,False,p,w,v,3652,1
x,e,True,w,p,y,1646,0
x,e,True,g,g,v,8058,0
x,g,True,g,w,y,5287,0
b,w,False,w,w,n,3642,0
x,g,False,p,n,v,23,1
x,g,True,p,p,y,7612,0
f,g,False,b,n,v,2161,1
x,e,True,w,g,v,5705,0
x,g,True,w,p,v,3250,0
x,g,False,w,w,a,7416,0
f,g,True,w,g,v,3490,0
x,w,True,w,w,s,5752,0
x,g,False,w,w,n,1692,0
x,n,False,w,p,v,1531,1
x,g,False,w,w,s,849,0
f,c,False,w,n,v,2595,0
x,g,False,b,b,y,683,1
x,e,False,w,w,v,2683,1
k,g,False,w,w,s,7581,0
f,w,False,w,w,s,4071,0
f,e,True,g,g,v,3244,0
k,n,False,o,o,c,5190,0
f,e,False,p,p,v,3159,1
x,n,False,w,p,v,8018,1
k,p,True,e,e,c,5074,0
x,g,False,p,p,y,1296,1
x,g,False,n,n,v,6382,1
f,w,False,w,w,s,4675,0
x,g,False,p,n,v,4846,1
x,e,False,w,w,v,3748,1
x,n,True,w,w,v,7386,1
f,w,False,w,w,s,1263,0
f,e,False,p,w,v,2304,1
x,g,False,w,w,s,7876,1
k,n,False,w,w,v,7867,1
f,e,True,p,g,v,6071,0
f,b,True,w,w,v,4584,1
x,w,True,w,w,v,5772,1
f,g,False,w,w,a,4263,0
x,g,False,p,b,v,4781,1
k,e,False,w,p,v,6829,1
x,g,False,w,w,a,5533,0
x,g,True,w,g,v,7927,0
f,w,True,w,w,s,5989,1
f,g,True,g,p,y,3206,0
x,u,False,w,w,y,4780,0
x,y,True,w,w,n,2620,0
x,g,False,w,w,s,5137,1
